KEY,English,Deutsch,Français,Italiano,Spanish,Portuguese (Euro),Portuguese (Brazil),Polish,Russian,Japanese,Chinese (simplified),Chinese (traditional),Korean,Turkish,Greek,Dutch,Vietnamese
dialogue_a4QGr,"<b><color=#1083fe>[ {PlayerName} ]</color></b>\nI'm <i>really</i> sorry about this, buddy.",,"<b><color=#1083fe>[ {PlayerName} ]</color></b>\nJe suis <i>vraiment</i> désolé pour ça, mon pote.",,,,,,,,,,,,,,
dialogue_88mUm,<color=#bdbdbd><b>Search the container</b></color>,,<color=#bdbdbd><b>Rechercher le conteneur</b></color>,,,,,,,,,,,,,,
dialogue_iim44,<color=#bdbdbd><b>Search his pockets</b></color>,,<color=#bdbdbd><b>Fouillez ses poches</b></color>,,,,,,,,,,,,,,
dialogue_SOCS8,<b><color=#bdbdbd>Search the body</color></b>,,<b><color=#bdbdbd>Rechercher le corps</color></b>,,,,,,,,,,,,,,
dialogue_OmiKu,<b><color=#c70000>Human Remains</color></b>,,<b><color=#c70000>Reste humain</color></b>,,,,,,,,,,,,,,
dialogue_0O4K4,"<b><color=#1083fe>[ {PlayerName} ]</color></b>\nI've already turned out his pockets and taken anything of value he had.@w2\nYeah, I'm a real stand-up guy.",,"<b><color=#1083fe>[ {PlayerName} ]</color></b>\nJ'ai déjà vidé ses poches et pris tout ce qu'il avait de valeur.@w2 \nOuais, je suis un vrai piquet.",,,,,,,,,,,,,,
dialogue_GMaGi,<b><color=#bdbdbd>Go back</color></b>,,<b><color=#bdbdbd>Retour</color></b>,,,,,,,,,,,,,,
dialogue_0Om8W,<color=#c70000><b>Human Remains</b></color>,,<color=#c70000><b>Reste humain</b></color>,,,,,,,,,,,,,,
dialogue_CAiw7,"<b><color=#1083fe>[ {PlayerName} ]</color></b>\nI've found the source of the EM Signal, IDA.@w2 It's his PDA.@w4\n\nIt appears to still have some battery left in it, but the controls are locked and I can't access them.@p9\n<color=#fbff00><b>[ IDA ]</b></color>\n<color=#00fbff>Now that the device is no longer inside a shielded container, I can remotely access the PDA and download the device logs.</color>",,"<b><color=#1083fe>[ {PlayerName} ]</color></b>\nJ'ai trouvé la source du signal EM, IDA.@w2 C'est son PDA.@w4 \n\nIl semble il reste encore de la batterie, mais les commandes sont verrouillées et je ne peux pas y accéder .@p9 \n<color=#fbff00><b>[ IDA ]</b></color>\n<color=#00fbff>Maintenant que l'appareil n'est plus à l'intérieur d'un conteneur blindé, je peux accéder à distance au PDA et télécharger les journaux de l'appareil.</color>",,,,,,,,,,,,,,
dialogue_NKmGq,<color=#1083fe>Do it. I need to know what happened here.</color>,,<color=#1083fe>Faites-le. J'ai besoin de savoir ce qui s'est passé ici.</color>,,,,,,,,,,,,,,
dialogue_WauuO,<color=#c70000>Cargo Container</color>,,<color=#c70000>Conteneur de fret</color>,,,,,,,,,,,,,,
dialogue_muq4e,"<color=#fbff00>[ IDA ]</color>\n<color=#00fbff>I have retrieved the personal log files and messages from Sergeant Palant's PDA, Commander.@w2</color>\n<color=#00fbff>I will run analysis and forward the decrypted logs to your </color><color=#ffffff>PDA (F1)</color><color=#00fbff>.@w2</color>\n<color=#00fbff>You will be able to access them through the </color><color=#ffffff>PDA Logs</color><color=#00fbff> tab or via the </color><color=#f2f2f2>Mission Task</color><color=#00fbff> Information and read them at your leisure.@p9</color>\n<color=#fbff00>[ IDA ]</color>\n<color=#00fbff>There is nothing more you can do here, Commander {PlayerName}.@w1 But there may be additional logs elsewhere in the wreckage.</color>",,"<color=#fbff00>[ IDA ]</color>\n<color=#00fbff>J'ai récupéré les fichiers du journal personnel et les messages du PDA du sergent Palant, Commander.@w2 </color>\n<color=#00fbff>Je vais exécuter l'analyse et transmettre les journaux déchiffrés à votre </color><color=#ffffff>PDA (F1)</color><color=#00fbff> .@w2 </color>\n<color=#00fbff>Vous pourrez y accéder via l'onglet </color><color=#ffffff>Journaux PDA</color><color=#00fbff> ou via l'onglet </color><color=#f2f2f2>Tâche de mission</color><color=#00fbff> Informez-vous et lisez-les à votre guise.@p9 </color>\n<color=#fbff00>[ IDA ]</color>\n<color=#00fbff>Il n'y a plus rien de vous peut faire ici,Commandant {PlayerName} .@w1 Mais il peut y avoir des journaux supplémentaires ailleurs dans l'épave.</color>",,,,,,,,,,,,,,
dialogue_OCKe0,<b><color=#bdbdbd>Leave</color></b>,,<b><color=#bdbdbd>Partir</color></b>,,,,,,,,,,,,,,
dialogue_uuKFq,<color=#1083fe>Shouldn't we... ya know? Bury him?</color>,,<color=#1083fe>Ne devrions-nous pas... tu sais ? L'enterrer ?</color>,,,,,,,,,,,,,,
dialogue_O8mKF,<color=#c70000>Cargo Container</color>,,<color=#c70000>Conteneur de fret</color>,,,,,,,,,,,,,,
dialogue_qS8Cq,"<color=#fbff00>[ IDA ]</color>\n<color=#00fbff>You are free to do whatever you want with the body, Commander.@w2</color>\n<color=#00fbff>However, a proper UCH Naval Burial requires that you transport the body back to Earth, which you presently are not capable of doing.@p8</color>\n<color=#fbff00>[ IDA ]</color>\n<color=#00fbff>At a later time, if you rejoin up with the UCH Fleet, you can inform Command of Sergeant Palant's body and they can, if possible, retrieve the body for a proper UCH ceremony.@w2</color>\n<color=#00fbff>Until that time, it's best to leave the body inside the cargo container where it will not be disturbed.</color>",,"<color=#fbff00>[ IDA ]</color>\n<color=#00fbff>Vous êtes libre de faire ce que vous voulez avec le corps, Commandant.@w2 </color>\n<color=#00fbff>Cependant , un enterrement terrien approprié nécessite que vous rameniez le corps sur Terre, ce que vous n'êtes actuellement pas capable de faire.@p8 </color>\n<color=#fbff00>[ IDA ]</color>\n<color=#00fbff>Plus tard, si vous rejoignez la flotte UCH, vous pourrez donner au commandement la position du corps du sergent Palant et ils pourront, si possible, récupérer le corps pour une cérémonie appropriée.@w2 </color>\n<color=#00fbff>En attendant, il est préférable de laisser le corps à l'intérieur du conteneur de fret où il ne sera pas dérangé.</color>",,,,,,,,,,,,,,
dialogue_e408i,"<color=#1083fe>I guess you're right, IDA.</color>",,"<color=#1083fe>Je suppose que tu as raison, IDA.</color>",,,,,,,,,,,,,,
dialogue_K00Sa,<color=#c70000>Cargo Container</color>,,<color=#c70000>Conteneur de fret</color>,,,,,,,,,,,,,,
dialogue_GKUmu,"<b><color=#a1a1a1><i>You close and re-lock the cargo container, with Sergeant Palant's body inside.</i></color></b>\n<b><color=#a1a1a1>At a later time, you can give the man a proper burial.</color></b>",,"<b><color=#a1a1a1><i>Vous fermez et reverrouillez le conteneur de fret, avec le corps du sergent Palant à l'intérieur.</i></color></b>\n<b><color=#a1a1a1>Plus tard, vous pourrez donner à l'homme un enterrement convenable.</color></b>",,,,,,,,,,,,,,
dialogue_4mhmW,<color=#c70000>Cargo Container</color>,,<color=#c70000>Conteneur de fret</color>,,,,,,,,,,,,,,
dialogue_a90SS,"<b><color=#a1a1a1><i>You pull open the door to the cargo container to reveal...</i></color></b>\n<i><color=#a1a1a1><b></b></color><b><color=#a1a1a1>Nothing.</color></b></i>\n<i><b><color=#a1a1a1></color></b></i>\n<i><b><color=#a1a1a1>This container appears to be empty, aside from some scrap metal and structural plastic in the bottom tray.</color></b></i>",,"<b><color=#a1a1a1><i>Vous ouvrez la porte du conteneur de fret pour révéler...</i></color></b>\n<i><color=#a1a1a1><b></b></color><b><color=#a1a1a1>Rien.</color></b></i>\n<i><b><color=#a1a1a1></color></b></i>\n<i><b><color=#a1a1a1>Ce conteneur semble être vide, mis à part de la ferraille et du plastique structurel dans le bac inférieur.</color></b></i>",,,,,,,,,,,,,,
dialogue_eea8G,"<color=#1083fe>This container looks like a bust, IDA. </color><color=#1083fe>Are you sure this is the right spot?</color>",,"<color=#1083fe>Ce conteneur ressemble à un buste, IDA. </color><color=#1083fe>Êtes-vous sûr que c'est le bon endroit ?</color>",,,,,,,,,,,,,,
dialogue_q8Ow8,<color=#c70000>Cargo Container</color>,,<color=#c70000>Conteneur de fret</color>,,,,,,,,,,,,,,
dialogue_i8axi,<color=#c70000>Cargo Container</color>,,<color=#c70000>Conteneur de fret</color>,,,,,,,,,,,,,,
dialogue_0mmSu,"<b><color=#1083fe>[ {PlayerName} ]</color></b>\nIt looks like he climbed in here himself to protect him during the crash.@w3\nA smart idea, actually. This container is completely sealed and lined with shock-absorbant foam.@w4\nIf only the container hadn't landed upside-down with the ship on top of it, he'd probably be alive.@p9\n<b><color=#1083fe>[ {PlayerName} ]</color></b>\nThere's some stuff in here, but it doesn't look like it's going to be much use to me.",,"<b><color=#1083fe>[ {PlayerName} ]</color></b>\nOn dirait qu'il est monté ici lui-même pour le protéger pendant le crash.@w3 \nUne bonne idée, en fait. Ce conteneur est entièrement scellé et doublé de mousse absorbant les chocs.@w4 \nSi seulement le conteneur n'avait pas atterri à l'envers avec le navire dessus, il serait probablement en vie.@p9 \n<b><color=#1083fe>[ {PlayerName} ]</color></b>\nIl y a quelques trucs ici, mais il ne semble pas que ça va m'être très utile.",,,,,,,,,,,,,,
dialogue_miCeO,<color=#bdbdbd><b>Go back</b></color>,,<color=#bdbdbd><b>Retour</b></color>,,,,,,,,,,,,,,
dialogue_OW86K,"<color=#fbff00><b>[ IDA ]</b></color>\n<color=#00fbff>Yes, Commander.@w4</color>\n<color=#00fbff>There's a faint electronic signal coming from inside that container.@w5</color>\n<color=#00fbff>You are unlikely to uncover another dead body in so small a pile of debris.</color>",,"<color=#fbff00><b>[ IDA ]</b></color>\n<color=#00fbff>Oui, Commandant.@w4 </color>\n<color=#00fbff>Il y a un faible signal électronique signal provenant de l'intérieur de ce conteneur.@w5 </color>\n<color=#00fbff>Il est peu probable que vous découvriez un autre cadavre dans un si petit tas de débris.</color>",,,,,,,,,,,,,,
dialogue_meeGG,<color=#a1a1a1><b>Search the junk at the bottom of the container</b></color>,,<color=#a1a1a1><b>Cherchez les déchets au fond du conteneur</b></color>,,,,,,,,,,,,,,
dialogue_OK088,<color=#c70000>Cargo Container</color>,,<color=#c70000>Conteneur de fret</color>,,,,,,,,,,,,,,
dialogue_Oq480,"<b><color=#1083fe>[ Commander {PlayerName} ]</color></b>\nI'll be damned, there's a Logistics Management Unit under the junk.@w4\nI doubt this will be any use to me,@w1 these are only used to record and manage cargo manifests and the screen is cracked anyway.@p9\n<b><color=#1083fe>[ Commander {PlayerName} ]</color></b>\nIDA, it's still a bust. Just a L.M.U in sleep mode.@w4\nI'll check somewhere else.@p7\n<b><color=#fbff00>[ IDA ]</color></b>\n<color=#00fbff>Just a moment, Commander.@w3\nLogistics Units contain transfer records, access logs and user notes.@w2 There's usually more information in one of these devices than most people realise.@w6\nPlease connect your suit to the data port on the bottom of the pad and I will attempt to retrieve the logs.</color>",,"<b><color=#1083fe>[ Commandant {PlayerName} ]</color></b>\nJe vais être damné, il y a une unité de gestion logistique sous la jonque.@w4 \nJe doute que cela serve à moi, @w1 ils ne sont utilisés que pour enregistrer et gérer les manifestes de fret et l'écran est de toute façon fissuré .@p9 \n<b><color=#1083fe>[ Commandant {PlayerName} ]</color></b>\nIDA , c'est toujours un buste. Juste un LMU en mode veille.@w4 \nJe vais vérifier ailleurs.@p7 \n<b><color=#fbff00>[ IDA ]</color></b>\n<color=#00fbff>Juste un instant, commandant.@w3 \nLes unités logistiques contiennent des enregistrements de transfert, des journaux d'accès et des notes d'utilisateurs.@w2\nVeuillez connecter votre combinaison au port de données situé au bas du pad et j'essaierai de récupérer les journaux.</color>",,,,,,,,,,,,,,
dialogue_HWe4a,<b><color=#bdbdbd>Connect to the Logistics Management Unit</color></b>,,<b><color=#bdbdbd>Se connecter à l'unité de gestion logistique</color></b>,,,,,,,,,,,,,,
dialogue_Gftqa,<color=#c70000>Cargo Container</color>,,<color=#c70000>Conteneur de fret</color>,,,,,,,,,,,,,,
dialogue_0aa0C,"<b><color=#c70000>< New device detected ></color></b>@w5\n<b><color=#a1a1a1>Extracting Data @w2 . @w2 . @w2 . @w5</color></b>\nLogistics.dat, Logistics.log, Logistics.txt successfully downloaded to temporary directory@w5\n<color=#fbff00>Uploading temp files to Satellite... </color>@w2 \n<color=#bdbdbd>Progress</color>:@w5 <color=#0ced1b>100%</color>\n<b><color=#00fbff>- Transfer Complete -@p6</color></b>\n<b><color=#fbff00>[ IDA ]</color></b>\n<color=#00fbff>I have received the logistics files, Commander.@w5\nI have confirmed that there is additional data in the device's logs.@w4\nWould you like to review the files now, or should I send them to your PDA for you to read later?</color>",,"<b><color=#c70000>< Nouveau périphérique détecté ></color></b>@w5\n<b><color=#a1a1a1>Extraction des données @w2 . @w2 . @w2 . @w5</color></b>\nLogistics.dat, Logistics.log, Logistics.txt téléchargés avec succès dans le répertoire temporaire@w5 \n<color=#fbff00>Téléchargement des fichiers temporaires sur Satellite... </color>@w2 \n<color=#bdbdbd>Progrès</color> :@w5 <color=#0ced1b>100%</color>\n<b><color=#00fbff>- Transfert terminé -@p6 </color> </b>\n<b><color=#fbff00>[ IDA ]</color></b>\n<color=#00fbff>J'ai reçu les fichiers logistiques, Commandant.@w5 \nJ'ai confirmé que il y a des données supplémentaires dans les journaux de l'appareil.",,,,,,,,,,,,,,
dialogue_CCSim,"<color=#1083fe>I'll read them now, IDA. Thanks.</color>",,"<color=#1083fe>Je vais les lire maintenant, IDA. Merci.</color>",,,,,,,,,,,,,,
dialogue_0u8OY,"<color=#1083fe>Forward them to my PDA please, IDA.</color>",,"<color=#1083fe>Transférez-les sur mon PDA s'il vous plaît, IDA.</color>",,,,,,,,,,,,,,
dialogue_GK4OO,<color=#c70000>Cargo Container</color>,,<color=#c70000>Conteneur de fret</color>,,,,,,,,,,,,,,
dialogue_Oo4uS,"<b><color=#1083fe>Logistics Log 32-1A-1969B-XJNFT-0007</color></b>@w2\n<b><color=#1083fe>Runtime:</color></b> 29827602.55@w2\n<b><color=#1083fe>User ID:</color></b> UCH-1080377 (Emmerson, Natasha)@w2\n<b><color=#1083fe>Action:</color></b> ContainerMS01 to ContainerMS02 > Steel Plate x50@p6\n<b><color=#1083fe>Notes:</color></b>\n<i>Captain Brenner and most of the flight crew were killed just a few seconds ago. A rocket or something hit the bow and took out half the bridge.@w4</i>\n<i>I'm lucky it wasn't me, thanks to my completely justified criticisms of the lieutenant's shiphandling I was ordered off the bridge to prep the escape pods.@p9 </i><i>Normally, i'd call that karma...@w2 but I guess not in this case,@w3 since i'm standing in front of the escape pod section and the door's sealed.@w4</i>\n<i>Not that it matters anyway because the entire section is missing and i'm left staring through a hole in the hull out into the sky.@p9</i>\n<i>This will probably be the last message I make and i'm making it on a Logistics Manager because my PDA is smashed!@w4</i>\n<i>I just hope the Heidy's hull will take the impact and that i'm alive when it's over.@p9</i>\n<i>I'll stick this pad in one of the containers and sign off one last time.@w5</i>\n<i>\nEmmerson, Ensign, of the UCH Heidelberg Signing out.</i>",,"<b><color=#1083fe>Journal logistique 32-1A-1969B-XJNFT-0007</color></b>@w2\n<b><color=#1083fe>Exécution :</color></b> 29827602.55@w2 \n<b><color=#1083fe>ID utilisateur :</color></b> UCH-1080377 (Emmerson, Natasha)@w2\n<b><color=#1083fe>Action :</color></b> ContainerMS01 à ContainerMS02 > Steel Plate x50@p6 \n<b><color=#1083fe>Remarques :</color></b>\n<i>Capitaine Brenner et la plupart de l'équipage de conduite ont été tués il y a quelques secondes. Une roquette ou quelque chose a touché la proue et a détruit la moitié du pont.@w4 </i>\n<i>J'ai de la chance que ce ne soit pas moi, grâce à mes critiques tout à fait justifiées du lieutenant'mais je suppose que non dans ce cas,@w3 puisque je me tiens devant la section de la capsule de sauvetage et que la porte est scellée.@w4 </i>\n<i>Ce n'est pas important de toute façon car toute la section est manquante et je reste à regarder à travers un trou dans la coque vers le ciel.@p9 </i>\n<i>Ce sera probablement le dernier message que je fais et je le fais sur un responsable logistique parce que mon PDA est brisé !@w4 </i>\n<i>J'espère juste que la coque du Heidy encaissera l'impact et que je serai vivant quand ce sera fini.@p9 </i>\n<i>Je collerai ce pad dans l'un des conteneurs et signez une dernière fois.@w5 </i>\n<i>\nEmmerson, enseigne, de l'UCH Heidelberg.</i>",,,,,,,,,,,,,,
dialogue_4OueW,<color=#1083fe>That seems to be the end of the message.</color>,,<color=#1083fe>Cela semble être la fin du message.</color>,,,,,,,,,,,,,,
dialogue_KKe4q,<color=#c70000>Cargo Container</color>,,<color=#c70000>Conteneur de fret</color>,,,,,,,,,,,,,,
dialogue_Oid0k,"<b><color=#fbff00>[ IDA ]</color></b>\n<color=#00fbff>I will forward a copy of the data to your PDA Logs, Commander.</color>",,"<b><color=#fbff00>[ IDA ]</color></b>\n<color=#00fbff>Je vais transmettre une copie des données à vos journaux PDA, Commandant.</color>",,,,,,,,,,,,,,
dialogue_C8e2C,<color=#1083fe>So what's next?</color>,,"<color=#1083fe>Alors, quelle est la prochaine étape ?</color>",,,,,,,,,,,,,,
dialogue_qmmae,<color=#c70000>Constructor</color>,,<color=#c70000>Constructeur</color>,,,,,,,,,,,,,,
dialogue_iEM8i,<color=#1083fe><b>[ {PlayerName} ]</b></color>\nIt looks like the power's out.@w2\nI should be able to connect my suit's battery to the Constructor's console long enough to read the Constructor's logs.,,<color=#1083fe><b>[ {PlayerName} ]</b></color>\nOn dirait qu'il n'y a plus de courant .@w2 \nJe devrais pouvoir connecter la batterie de ma combinaison à la console du Constructeur assez longtemps pour lire les journaux du Constructeur.,,,,,,,,,,,,,,
dialogue_iqamr,<b><color=#a1a1a1>Connect a cable from the suit's power supply to the Constructor's console</color></b>,,<b><color=#a1a1a1>Connectez un câble de l'alimentation de la combinaison à la console du Constructeur</color></b>,,,,,,,,,,,,,,
dialogue_404Ka,<color=#c70000>Constructor</color>,,<color=#c70000>Constructeur</color>,,,,,,,,,,,,,,
dialogue_uiC0W,"<b><color=#0ced1b>< Charging ></color></b> @w2 <b><color=#c70000>.</color></b> @w2 <b><color=#c70000>.</color></b> @w2 <b><color=#c70000>.</color></b> @w5\n<color=#0ced1b><b>< Battery Status ></b></color>@w2 <color=#c70000>Less than 1%</color> @w3\n<color=#0ced1b><b>< Remaining Power ></b></color>@w2 <color=#c70000>3 minutes, 11 seconds</color> @w3\n<b><color=#fbff00>< Keyboard Active ></color></b>",,"<b><color=#0ced1b>< Chargement ></color></b> @w2 <b><color=#c70000>.</color></b> @w2 <b><color=#c70000>.</color></b> @w2 <b><color=#c70000>.</color></b> @w5\n<color=#0ced1b><b>< État de la batterie ></b></color>@w2 <color=#c70000>Moins de 1%</color> @w3\n<color=#0ced1b><b>< Puissance restante ></b></color>@w2 <color=#c70000>3 minutes, 11 secondes</color> @w3\n<b><color=#fbff00>< Clavier actif ></color></b>",,,,,,,,,,,,,,
dialogue_0iWqW,<b><color=#a1a1a1>Access the Constructor Logs</color></b>,,<b><color=#a1a1a1>Accéder aux journaux du constructeur</color></b>,,,,,,,,,,,,,,
dialogue_Kmme4,<color=#c70000>Constructor</color>,,<color=#c70000>Constructeur</color>,,,,,,,,,,,,,,
dialogue_eeqWK,"<color=#f2f2f2>.../EmpOp/Production/Logs/02082473/ConLog.txt\n------------------------------------------------------------------</color>\nDate: 02.08.2473\nTemplateName: SurvivalTent\nCount: 8\n<color=#f2f2f2>... 66 more items</color>@p8\n<color=#1083fe><b>[ {PlayerName} ]</b></color>\nLooks like they made 8 Tents@w1 which means there's at least 8 survivors.@w5\nThe rest of the stuff the constructor made was pretty standard stuff. @w2 Supplies, Communications equipment, a Motorbike and a pair of UCH Raider Kits. Standard supplies for a journey over land.@p9\n<b><color=#1083fe>[ {PlayerName} ]</color></b>\nIt looks like they loaded up the rest of the ship's supplies and salvaged what they could carry and headed away from the ship,@w1 which makes sense since this place would've likely drawn attention from the enemy if they hung around here for too long.@w4\nSo I guess we should be on the lookout for a pair of UCH Raiders.@p9\n<b><color=#fbff00>[ IDA ]</color></b>\n<color=#00e1ff>I have already scanned the planet for any heat signatures belonging to UCH crew and vehicles, Commander {PlayerName}.@w2 There are no other members of the UCH Navy anywhere on this planet.@w2</color>\n<color=#00e1ff>However, what I wanted from the logs,@w1 aside from confirmation of survivors,@w1 was a frame of reference for the inconsistencies present in the other evidence gathered from </color><color=#f2f2f2>Ensign Emmerson</color><color=#00e1ff> and </color><color=#f2f2f2>Sergeant Palant's</color><color=#00e1ff> Logfiles.</color>",,"<color=#f2f2f2>.../EmpOp/Production/Logs/02082473/ConLog.txt\n------------------------------------ ---------------------------------------</color>\nDate : 02.08.2473\nTemplateName : SurvivalTent\nCompte : 8\n<color=#f2f2f2>... 66 éléments supplémentaires</color>@p8\n<color=#1083fe><b>[ {PlayerName} ]</b></color>\nOn dirait qu'ils ont fabriqué 8 tentes@w1 , ce qui signifie qu'il y a au moins 8 survivants.@w5 \nLe reste du matériel fabriqué par le constructeur était plutôt standard. @w2 Fournitures, équipement de communication, une moto et une paire de kits UCH Raider. Fournitures standard pour un voyage sur terre.@p9\n<b><color=#1083fe>[ {PlayerName} ]</color></b>\nIl semble qu'ils aient chargé le reste des provisions du navire et récupéré ce qu'ils pouvaient transporter et se soient éloignés du navire, @w1 ce qui est logique puisque cet endroit aurait probablement attiré l'attention de l'ennemi s'il était resté trop longtemps ici.@w4 \nDonc, je suppose que nous devrions être à l'affût d'une paire de raiders de l'UCH.@p9 \n<b><color=#fbff00>[ IDA ]</color></b>\n<color=#00e1ff>J'ai déjà scanné la planète à la recherche de signatures thermiques appartenant à l'équipage et aux véhicules de l'UCH, Commandant {PlayerName} .@w2 Il n'y a aucun autre membre de la marine UCH sur cette planète.@w2</color>\n<color=#00e1ff>Cependant, c'est ce que je voulais des journaux,@w1 mis à part la confirmation des survivants,@w1 était un cadre de référence pour les incohérences présentes dans les autres preuves recueillies auprès de </color> <color=#f2f2f2>L'enseigne Emmerson</color><color=#00e1ff> et </color><color=#f2f2f2>les fichiers journaux du sergent Palant</color><color=#00e1ff>.</color>",,,,,,,,,,,,,,
dialogue_uSGaS,"<color=#8ab3ff>So have you figured out what the problem is, IDA?</color>",,"<color=#8ab3ff>Avez-vous compris quel était le problème, IDA ?</color>",,,,,,,,,,,,,,
dialogue_eOame,<color=#c70000>Constructor</color>,,<color=#c70000>Constructeur</color>,,,,,,,,,,,,,,
dialogue_m4u0e,"<b><color=#fbff00>[ IDA ]</color></b>\n<color=#00e1ff>I am 80% certain, Commander.@w3\nThe final piece of the puzzle,@w1 so to speak,@w1 should be found on the ship's bridge.@w2 There is a console there that is still functional, but inactive that should answer your questions.</color>@p8\n<b><color=#1083fe>[ {PlayerName} ]</color></b>\nSo you're telling me there's a live console on the bridge and you didn't tell me to go there first?@w2\nWhy send me to go digging through the dirt and boxes full of dead bodies when everything we needed to know is <i>right </i>there on the bridge!?@p9\n<b><color=#fbff00>[ IDA ]</color></b>\n<color=#00e1ff>Because Commander,@w1 That console on the bridge is both unshielded and will draw a great deal of power when it's activated.@w2</color>\n<color=#00e1ff>I have identified </color><color=#c70000>an unmanned aerial vehicle</color><color=#00e1ff> patroling near your current position and activating that console will undoubtedly draw their attention.@w2</color>\n<color=#00e1ff>It was necessary to avoid putting you in additional danger, {PlayerName}.@p9</color>\n<b><color=#fbff00>[ IDA ]</color></b>\n<color=#00e1ff>If you want to discover the truth,@w2 that console is our only remaining source for finding the surviving crew of the Heidelberg and the rest of the UCH Fleet.@w3</color>\n<color=#00e1ff>For good or ill, it is the only source of information left open to us, Commander.@w2</color>\n<color=#00e1ff>I leave the decision to you.</color>",,"<b><color=#fbff00>[ IDA ]</color></b>\n<color=#00e1ff>Je suis sûr à 80%, Commandant.@w3 \nLa dernière pièce du puzzle,@w1 parlez,@w1 devrait se trouver sur la passerelle du vaisseau.@w2 Il y a là une console qui est toujours fonctionnelle, mais inactive qui devrait répondre à vos questions.</color>@p8\n<b><color=#1083fe>[ {PlayerName} ]</color></b>\nDonc, vous me dites qu'il y a une console sur le pont et vous ne me dites pas dit d'y aller en premier ?@w2 \nPourquoi m'envoyer creuser dans la terre et fouiller des cartons pleins de cadavres quand tout ce qu'on avait besoin de savoir est <i>juste </i>là sur le pont !?@p9\n<b><color=#fbff00>[ IDA ]</color></b>\n<color=#00e1ff>Parce que Commandant,@w1 J'imagine que cette console sur le pont qui visiblement est non protégée va déclencher une situation incongrue dès qu'elle sera activée.@w2 </color>\n<color=#00e1ff>J'ai identifié </color><color=#c70000>un drone</color><color=#00e1ff> patrouillant près de votre emplacement actuel position et l'activation de cette console attireront sans aucun doute son attention.@w2 </color>\n<color=#00e1ff>Il était nécessaire d'éviter de vous mettre en danger supplémentaire, {PlayerName} .@p9 </color>\n<b><color=#fbff00>[ IDA ]</color></b>\n<color=#00e1ff>Si vous voulez découvrir la vérité,@w2 cette console est notre seule source d'information pour trouver l'équipage survivant du Heidelberg et le reste de la flotte UCH.@w3</color>\n<color=#00e1ff>Pour le meilleur et pour le pire, c'est la seule source d'information qui nous reste, Commandant.@w2 </color>\n<color=#00e1ff>Je vous laisse prendre la meilleurs des décisions.</color>",,,,,,,,,,,,,,
dialogue_m0KCi,<b><color=#a1a1a1>Disconnect from the Constructor</color></b>,,<b><color=#a1a1a1>Se déconnecter du constructeur</color></b>,,,,,,,,,,,,,,
dialogue_G40mu,Bridge Console,,Console de pont,,,,,,,,,,,,,,
dialogue_uuSCu,<b>Bridge Console</b>,,<b>Console passerelle</b>,,,,,,,,,,,,,,
dialogue_4iGK8,<b><color=#1083fe>UCH-011 Navigation Console</color>@w2</b>\n<color=#ffffff>Initiating boot up sequence</color>@w3\n<color=#c70000>Operating on reserve power</color>@w3\nBattery Remaining:@w2 <color=#0ced1b>63%</color>@w2\n<b>Retrieving log files @w1 . @w1 . @w1 .</b> @p4\n<b>Messages:</b> <color=#0ced1b>1 (Unread)</color>\n<b><color=#c70000>< Access Restricted ></color></b>\nPlease Log in to view messages,,<b><color=#1083fe>Console de navigation UCH-011</color>@w2</b>\n<color=#ffffff>Démarrage de la séquence de démarrage</color>@w3\n<color=#c70000> Fonctionnement sur réserve</color>@w3\nBatterie restante :@w2 <color=#0ced1b>63%</color>@w2\n<b>Récupération des fichiers journaux @w1 . @w1 . @w1 .</b> @p4\n<b>Messages :</b> <color=#0ced1b>1 (Non lu)</color>\n<b><color=#c70000>< Accès restreint ></color></b>\nVeuillez vous connecter pour voir les messages,,,,,,,,,,,,,,
dialogue_ua80a,<b>Login:</b> <color=#1083fe>{PlayerName}</color> <b>- Password:</b> <color=#1083fe>***********</color>,,<b>Connexion :</b> <color=#1083fe>{PlayerName}</color> <b>- Mot de passe :</b> <color=#1083fe>***********</color>,,,,,,,,,,,,,,
dialogue_mKOYa,<b>Login:</b> <color=#1083fe>JPalant</color> <b>- Password:</b> <color=#1083fe>*****************</color>,,<b>Connexion :</b> <color=#1083fe>JPalant</color> <b>- Mot de passe :</b> <color=#1083fe>**************** ***</color>,,,,,,,,,,,,,,
dialogue_8WKGm,<b>Login:</b> <color=#1083fe>NEmmerson</color> <b>- Password:</b> <color=#1083fe>***********</color>,,<b>Connexion :</b> <color=#1083fe>NEmmerson</color> <b>- Mot de passe :</b> <color=#1083fe>***********</color>,,,,,,,,,,,,,,
dialogue_CmKGO,<b>Bridge Console</b>,,<b>Console passerelle</b>,,,,,,,,,,,,,,
dialogue_eeWuW,<b><color=#c70000>Incorrect username or password</color></b>\n<b><color=#c70000>Please try again</color></b>,,<b><color=#c70000>Nom d'utilisateur ou mot de passe incorrect</color></b>\n<b><color=#c70000>Veuillez réessayer</color></b>,,,,,,,,,,,,,,
dialogue_mei0e,<b><color=#a1a1a1>[ BACK ]</color></b>,,<b><color=#a1a1a1>[ RETOUR ]</color></b>,,,,,,,,,,,,,,
dialogue_SA8GS,<b>Bridge Console</b>,,<b>Console passerelle</b>,,,,,,,,,,,,,,
