KEY,English,Deutsch,Français,Italiano,Spanish,Portuguese (Euro),Portuguese (Brazil),Polish,Russian,Japanese,Chinese (simplified),Chinese (traditional),Korean,Turkish,Greek,Dutch,Vietnamese
pda_8SWSm,"[c][bcd3d4]The Empire seems to overstretch itself at an increasing rate, due to the extremely fast expansion rate. As a result, the Zirax government seems to fall short on capacities for building proper stations. This leaves them incapable of recruiting the necessary amount of specialized troops to fill these structures. This leads to a power vacuum in newly acquired systems, leaving them under strength and without order due to a lack of governance. The Kriel have recently started to challenge the Zirax and seized some of their star systems, as reports indicate.[-][/c]",,"[bcd3d4]L'Empire semble s'étendre à un rythme croissant, raison d'un taux d'expansion extrêmement rapide. Et par voie de conséquence, le gouvernement Zirax semble manquer de moyens pour construire des stations appropriées, empêchant alors le recrutement du bon nombre de troupes spécialisées prévues pour ces structures. Ce qui conduit fatalement à un vide de pouvoir dans les systèmes nouvellement acquis, laissant ces troupes diminuées en force et efficacité par manque de gouvernance. Les Kriel ont récemment commencé à défier les Zirax et se sont emparés de certains de leurs systèmes stellaires, comme l'indiquent les rapports.[-]",,,,,,,,,,,,,,
pda_cCCK8,HOUSES,,MAISONS,,,,,,,,,,,,,,
pda_4eWS4,"The most influential and longest-standing houses of the Zirax empire are at date:\n[c][ff0000][b][/b][-][/c]\n[c][ff0000][b]House of XENU[/b][-][/c]\nThe military branch of the empire. Although the other houses have combat vessels and security forces, those are mostly XENU ships and bases, repainted in the house's color. The Xenu are everywhere.\n\n[b][c][00ffff]House of RADOS[-][/c][/b]\nThe house is handling all of the logistics within the empire and beyond. The members of the house also run nearly all of the Empire-owned trading and freighter routes.\n[c][00ff00][b][/b][-][/c]\n[c][00ff00][b]House of EPSILON[/b][-][/c]\nEach and every com signal sent and transceived in the Empire has probably gone through one of the houses stations. Not only technically, but also in terms of approval of its content.\n[c][ff80ff][b][/b][-][/c]\n[c][ff80ff][b]House of GHYST[/b][-][/c]\nThe Ghyst are running the more delicate emplacements and handle everything that even only sounds like it is of vital interest to the empire.  \n\n[c][0037ff][b]House of ABYSSAL[/b][-][/c]\nOne of the first houses that formed long before the War of Silence took place. The inner circle of the Empire and the Empress herself is either approved by the Abyssal or is (in 90% of all cases) even one of theirs. The Abyssal have founded the technical basis of the Empire and are constantly pushing its development - by all means. The Abyssal have a strong ally in the [c][8000ff]House of SERDU[-][/c]. While this house is not that influential anymore, they are still the spiritual representatives of the Empire.",,"Les maisons les plus influentes et les plus anciennes de l'empire Zirax sont à ce jour :\n\n[b][ff0000][b]Maison XENU[/b][-] \nC'est la branche militaire de l'empire. Bien que les autres maisons aient des vaisseaux de combat et des forces de sécurité, ces derniers sont principalement des vaisseaux et des bases XENU, repeints à la couleur de la maison. Les Xenu sont partout. \n\n[b][00ffff]Maison RADOS[-][/b] \nCette maison gère toute la logistique au sein de l'empire et au-delà. Ses membres gèrent également presque toutes les routes de commerce et de fret appartenant à l'Empire.\n\n[b][00ff00]Maison EPSILON[/b][-] \nChaque signal com envoyé et transmis dans l'Empire est probablement passé par l'une des stations de cette maison. Non seulement techniquement, mais aussi en termes d'approbation de son contenu. \n\n[b][ff80ff][b]Maison Gh'yst[/b][-] \nLes Ghyst sont chargés de la gestion des sites les plus sensibles et s'occupent de tout ce qui semble même être d'un intérêt vital pour l'empire. \n\n[b][0037ff]Maison Aby'Sal[/b][-] \nUne des premières maisons qui se sont formées bien avant la Guerre du Silence. Le cercle restreint de l'Empire est approuvé par les Abyssaux et l'Impératrice elle-même serait l'un d'entre eux. Les Abyssaux ont fondé la base technique de l'Empire et poussent constamment son développement - par tous les moyens. \n\n[b][8000ff]Maison SERDU[-][/b]. Alliée puissante des Abyssaux, et bien que plus trop influente, elle est toujours la représentante spirituelle de l'Empire.",,,,,,,,,,,,,,
pda_uWKW4,"Alex Lamarr, Lt. Commander",,"Alex Lamarr, Lt. Commandant",,,,,,,,,,,,,,
pda_OsGWW,"Mercer (Senior), Commander",,"Mercer (Senior), Commandant",,,,,,,,,,,,,,
pda_LRaOK,"Jennifer Zerogen, Lt. Commander",,"Jennifer Zerogen, Lt. Commandant",,,,,,,,,,,,,,
pda_uOiS0,DAVE,,DAVE,,,,,,,,,,,,,,
pda_shuWq,IDA,,IDA,,,,,,,,,,,,,,
pda_qa8um,THEIA,,THÉIA,,,,,,,,,,,,,,
pda_0Oa4O,Doctor Paul Dawson,,Docteur Paul Dawson,,,,,,,,,,,,,,
pda_0W44O,Doctor Katelyn Greyson,,Docteur Katelyn Greyson,,,,,,,,,,,,,,
pda_SCTCe,"John Emmerson, Ensign",,"John Emmerson, Enseigne",,,,,,,,,,,,,,
pda_mZUm4,"Nicole Palant, Sergeant",,"Nicole Palant, Sergent",,,,,,,,,,,,,,
pda_qumg2,"Mercer (Junior), Lieutenant",,"Mercer (junior), lieutenant",,,,,,,,,,,,,,
pda_wsSuS,Admiral R.T. Yaden,,L'amiral R.T. Yaden,,,,,,,,,,,,,,
pda_eaegS,Vice Admiral J. Benner,,Vice-amiral J. Benner,,,,,,,,,,,,,,
pda_OuWuS,Vice Admiral C. Perez,,Vice-amiral C. Perez,,,,,,,,,,,,,,
pda_qKfeS,Chief SaintJohn,,Chef SaintJohn,,,,,,,,,,,,,,
pda_0OfGu,Tharkan,,Tharkan,,,,,,,,,,,,,,
pda_8quWO,Ambassador Hyzani,,Ambassadeur Hyzani,,,,,,,,,,,,,,
pda_aSS44,Yarod,,Yarod,,,,,,,,,,,,,,
pda_44E0u,New Task,,,,,,,,,,,,,,,,
pda_0mqua,New Action,,,,,,,,,,,,,,,,
pda_iemGm,tba,,,,,,,,,,,,,,,,
pda_aaaO4,New Task,,,,,,,,,,,,,,,,
pda_eoqia,New Action,,,,,,,,,,,,,,,,
pda_SOiCi,tba,,,,,,,,,,,,,,,,
pda_WiCeG,New Task,,,,,,,,,,,,,,,,
pda_2SO0m,New Action,,,,,,,,,,,,,,,,
pda_Ci4C8,tba,,,,,,,,,,,,,,,,
pda_RA0W0,New Task,,,,,,,,,,,,,,,,
pda_WqOQa,New Action,,,,,,,,,,,,,,,,
pda_4kWSi,tba,,,,,,,,,,,,,,,,
pda_SauHa,New Task,,,,,,,,,,,,,,,,
pda_K8W8m,New Action,,,,,,,,,,,,,,,,
pda_0q8o0,tba,,,,,,,,,,,,,,,,
pda_e4Oae,New Task,,,,,,,,,,,,,,,,
pda_u0miq,New Action,,,,,,,,,,,,,,,,
pda_SmG08,tba,,,,,,,,,,,,,,,,
pda_4OCq0,New Task,,,,,,,,,,,,,,,,
pda_AmSmm,New Action,,,,,,,,,,,,,,,,
pda_q8WaH,tba,,,,,,,,,,,,,,,,
pda_W0emO,New Task,,,,,,,,,,,,,,,,
pda_eiu0m,New Action,,,,,,,,,,,,,,,,
pda_CSW0G,tba,,,,,,,,,,,,,,,,
pda_q0QmO,New Task,,,,,,,,,,,,,,,,
pda_maiie,New Action,,,,,,,,,,,,,,,,
pda_8WGKW,tba,,,,,,,,,,,,,,,,
pda_SK8Ka,New Task,,,,,,,,,,,,,,,,
pda_q8oWT,New Action,,,,,,,,,,,,,,,,
pda_COi0C,tba,,,,,,,,,,,,,,,,
pda_GS8S4,New Task,,,,,,,,,,,,,,,,
pda_OCQFS,New Action,,,,,,,,,,,,,,,,
pda_Eum4K,tba,,,,,,,,,,,,,,,,
pda_G88CC,New Task,,,,,,,,,,,,,,,,
pda_qiSmO,New Action,,,,,,,,,,,,,,,,
pda_S0qmu,tba,,,,,,,,,,,,,,,,
pda_SCqi4,New Task,,,,,,,,,,,,,,,,
pda_0K0C0,New Action,,,,,,,,,,,,,,,,
pda_UuOO8,tba,,,,,,,,,,,,,,,,
pda_aa6im,New Task,,,,,,,,,,,,,,,,
pda_6OeSq,New Action,,,,,,,,,,,,,,,,
pda_qCeWO,tba,,,,,,,,,,,,,,,,
pda_uWieW,New Task,,,,,,,,,,,,,,,,
pda_GqCum,New Action,,,,,,,,,,,,,,,,
pda_S1mMK,tba,,,,,,,,,,,,,,,,
pda_aeC8G,New Task,,,,,,,,,,,,,,,,
pda_80QOG,New Action,,,,,,,,,,,,,,,,
pda_iG4C8,tba,,,,,,,,,,,,,,,,
pda_8SYaW,New Task,,,,,,,,,,,,,,,,
pda_8aewS,New Action,,,,,,,,,,,,,,,,
pda_Sa1am,tba,,,,,,,,,,,,,,,,
pda_SCmG4,New Task,,,,,,,,,,,,,,,,
pda_KWi4c,New Action,,,,,,,,,,,,,,,,
pda_sSiai,tba,,,,,,,,,,,,,,,,
pda_GSiGe,"The companion and long-time partner to the player. She was on the TITAN when the failed warp jump happened and survived the events that followed. She is also known as Sectioner32 as the player finds out later. She has a central role in all events related to the UCH and GLaD storylines.\n\n[i]Note: the name  'Alex' was chosen intentionally, because it can be read as male (Alexander) and femal (Alexandra) variant. Originally the story was laid out to allow several combinations with the player avatar choice, but the game  currently can not alter NPC spawning according to the player's choice of gender (m/f). As soon as this changes, the part of 'Alex' could be handled dynamically. For now Alex remains a female NPC.[/i]",,,,,,,,,,,,,,,,
pda_0aau8,Mercer (Senior) was joining Operation Phoenix as an undisclosed representative of 'the Council' - a secret organization that has an enormous influence in the UCH. His official role was a science officer on the TITAN.,,,,,,,,,,,,,,,,
pda_iWGWa,The son of Mercer (Senior). He was on board of the UCH Heidelberg. He survived the destruction of the vessel. He is now part of the GLaD and 2nd in command.,,,,,,,,,,,,,,,,
pda_CqCCS,"Ensign John Emmerson, is an, often grumpy, specialist for research and reconnaissance in the GLaD. He once was a flight officer on the UCH Heidelberg. His dispute with the captain sent him to the flight deck, which might have rescued his life when the ship crashed on the planet.",,,,,,,,,,,,,,,,
pda_q48GG,The INTERNAL DATA ASSISTANT is helping the player with many of his tasks. IDA also has some secret features and is not a normal Suit-KI.,,,,,,,,,,,,,,,,
pda_WG4G8,The Data Analyzation and Visualization Entity (D.A.V.E.) was the main AI of Apollon station. He helped the player to escape from the station and gave him an info package about what happened - which IDA later was able to decode.,,,,,,,,,,,,,,,,
pda_eWaKu,THEIA was the main AI of the TITAN,,,,,,,,,,,,,,,,
pda_Wu88K,Dr. Paul Dawson was one of the two lead scientists on Apollon station and a good friend to Alex and the player. He was killed in the events of the Apollon station disaster.,,,,,,,,,,,,,,,,
pda_8CCua,Dr. Katelyn Greyson was the lead scientist on Apollon station and a good friend to Alex and the player. She was responsible for researching the alien artifacts found in the crashed ship. She might also have been responsible for the events that lead to her death and the Apollon station disaster.,,,,,,,,,,,,,,,,
pda_empSR,Close friend to the player and Alex Lamarr. She is responsible for operations and Captain of the away teams in the GLaD organization.,,,,,,,,,,,,,,,,
pda_nCqOq,Nicole Palant has been the Chief Engineer on board of the UCH Heidelberg. She survived the crash and followed Lamarr and Zerogen when they left the UCH. She is responsible for all technical stuff of GLaD.,,,,,,,,,,,,,,,,
pda_umGUG,"Yarod is the nickname of the AI that once managed Sigma Fulcrum. When the infection of the VOID artifact compromised its systems, the brave scientist named Yarod Halden downloaded the AI to a Cyborg while the Polaris combat ships were already starting to take it apart. He luckily deactivated the Cyborg so the EMP weapon that destroyed the infected part of the AI and mostly the station did not delete the downloaded version. Years after the station was reactivated, a janitor activated the droid to help with maintenance tasks. After getting in touch with the VOID artifact the first time, the AI developed a personality and called herself Yarod from this time on. Yarod found out about a thread coming from the VOID artifact and became a temporary agent of the GLaD.",,,,,,,,,,,,,,,,
pda_m4YOu,Admiral Ronald T. Yaden officially was running Operation Phoenix by executing the orders of 'the Council'. It is unknown if he knew what could happen. He and Mercer (Senior) left the TITAN in a shuttle before the vessel was destroyed.,,,,,,,,,,,,,,,,
pda_qKWaG,"Vice Admiral Jeremy Benner was 2nd in Command in terms of the Operation Phoenix Project. He also knew about the plans of 'the Council' but tried everything to prevent the bad things from happening. He and a lot of the TITAN crew died when they tried to drag away the Zirax forces from the UCH GRAND, so the latter could escape.",,,,,,,,,,,,,,,,
pda_SWGK0,"Vice Admiral Carmen Perez was captain of the UCH Grand, the sister ship of the TITAN. After the events of the arrival of the fleet and its close escape, she is now the highest rank in the fleet. After a dissent with some of the commanders about the most important steps (she favors the Project Eden), Lamarr and the others left the UCH and founded the GLaD.  Perez managed to convince them later to work for the UCH unofficially.",,,,,,,,,,,,,,,,
pda_CCUCe,"Chief SaintJohn was a master engineer on the Ilmarinen. Later, as the ship was nearly overrun, he was trying everything to slow down the ship so it would not return to its desired destination. He was partially successful, so the player could find his logs later and stop the Ilmarinen once and for all.",,,,,,,,,,,,,,,,
pda_G8Ou4,"A mysterious visitor. He is a Talon, but obviously does not belong to the native tribes in this area of the galaxy. He has offered to help the player and the GLaD after he was rescued by the player from a Ghyst prison.",,,,,,,,,,,,,,,,
pda_i3mu4,"Ambassador Propa Moon Hyzani, member of the house of Abyssal of the Zirax Empire has become an unexpected ally to the player. She found out where the GLaD team and Alex were held captive and supported several missions that led to their rescue. It is unknown if this is a real partnership or if this is just a method to use the player to help the Abyssal with their troubles in the Zirax Empire later on.",,,,,,,,,,,,,,,,
pda_WGaik,"Joe Henricks, Lt. Commander (player alias)",,,,,,,,,,,,,,,,
pda_WGOme,New Task,,,,,,,,,,,,,,,,
pda_CuWSu,New Action,,,,,,,,,,,,,,,,
pda_amK02,Commander 'Joe Henricks' is sometimes used as the player's alias name in logs and reports in the Journey Book. \n\n[i]The name was used in the original backstory. Joe can be read as male (f.ex. Joseph) or female (f.ex. Josephine) variant.[/i],,,,,,,,,,,,,,,,
pda_egKKq,tba,,,,,,,,,,,,,,,,
chptitleKnowledgebase,GAME MECHANICS Q&A,,,,,,,,,,,,,,,,
tasktitleGGM,Global Game Mechanics - Part I,,,,,,,,,,,,,,,,
acttitleBasics,Dying / Backpack / Swimming / Faction,,,,,,,,,,,,,,,,
actdescBasics,"[i]Q: I died and dropped a backpack – how does this work?[/i]\n- A backpack will drop with your inventory stuff included. A small flag will be shown on your Radar Map (top right).\n- Your backpack will vanish after 15 Minutes if you or someone else does not pick it up.\n- Backpacks can be looted by anyone. They are not protected either in PvE or PvP playfields.\n\n[i]Q: How do I swim?[/i]\nEmpty your hands to swim. If you hold a weapon or tool in your hands, you will sink to the ground.\n\n[i]Q: What is the 'faction' setting in the Control Panel all about?[/i]\nYou can set a faction and decide who can use your stuff: \n- Public = anyone can use/work on it with tools\n- Public = only Owner can use / work on it with tools\n- Faction = only Faction members can use /work on it with tools",,,,,,,,,,,,,,,,
acttitleTechtree,Techtree,,,,,,,,,,,,,,,,
actdescTechtree,"[i]Q: What is the Techtree (F3)?[/i]\n- When you progress through the game (SP and MP) you gain XP for doing certain things. Each level up will add some Unlock points at your disposal. Use them to unlock more advanced stuff in the Techtree.\n- A lot of basic blocks and devices can be built without having to be unlocked. \n- If you think you are missing something in the template folder of your Constructor, have a look at the Techtree if it has been unlocked already!",,,,,,,,,,,,,,,,
acttitleOP,Offline Protection,,,,,,,,,,,,,,,,
actdescOP,"[i]Q: How does the Offline Protection work?[/i]\n- If you have equipped a Capital Vessel or a BA with the Offline Protection Device, and your Base or Capital Vessel is either set to your faction, this will activate a shield when you leave the server. Your BA or Capital Vessel does NOT need to be powered and it does not use up fuel packs! \n- The OP has a timer that can be set by the Admin. Default setting is 48 real-time hours (2 days). \n- For factions with more than one member, the OP activates only if ALL faction members have left the server.",,,,,,,,,,,,,,,,
acttitleLook,ALT Look Mode,,,,,,,,,,,,,,,,
actdescLook,"[i]Q: How to use the ALT-look Mode?[/i]\n- Hit V to switch to the 3rd Person view. Then hit ALT only ONCE and the camera view gets undocked from your Player Avatar or Vessel. Use the mouse to move the camera view. Use the mouse wheel to zoom in and out\n- You can still walk/fly by using the Arrow-Keys and the WASD +Q/E commands\n- The ALT-look mode also works in 1st Person, for example when sitting in a Cockpit!",,,,,,,,,,,,,,,,
acttitlePvPvE,PvP vs PvE,,PvP vs PvE,,,,,,,,,,,,,,
actdescPvPvE,"[i]Q: What is the difference between PvP and PvE planets/orbits?[/i]\nWhen you open the map (M) you can see a list of planets and orbits. Click on one of them and you'll notice a green PvE or red PvP. This is more relevant for Multiplayer, though. \n\n- [u]PvE:[/u] No other players can damage you or your vessel or base with weapons or tools. Only Alien drones and Alien creatures can do so. Vice-versa: you can destroy Alien bases with your weapons (but NOT with tools!) and any wildlife.\n\n[u]There is only one exception:[/u] As soon as you destroy the Core of an Alien POI and/or swap it with your own Base Core, the blocks of the structure are becoming immune to weapon fire. You need to work on this former Alien POI with the Remove & Repair tool.\n\n- [u]PvP:[/u] Anything goes. You or your structures are NOT protected in any way as long as you are online. Build an Offline Protection device to protect your PvP-Bases and Capital Vessels while you are offline.",,"[i]Q: quelle est la différence entre PvP et PvE (sur planètes et orbites) ? [/i]\nOuvrez la carte (M), puis cliquez sur l'icône 'Système solaire'. Vous pouvez voir dans le fenêtre 'INFOS' le 'Mode' de jeu pour la planète/orbite/lune ou vous vous trouvez. Il sera affiché PvE(vert) ou PvP(rouge). C'est plus pertinent pour le multi-joueurs, quoique.\n\nPvE : aucun autre joueur ne peut vous nuire à vous ou votre vaisseau, avec des armes ou des outils. Seul les drones et créatures Alien peuvent le faire. A l'inverse, vous pouvez détruire les bases Alien et les créatures sauvages avec vos armes (mais pas les outils !).\nIl n'y a qu'une seule EXCEPTION : dès que vous détruisez le noyau d'un POI Alien et le remplacez par un noyau vous appartenant, les blocs de la structure sont immunisés contre les tirs. Vous pourrez ensuite travailler sur cet ancien POI Alien avec l'outil Multifonctions.\n\nPvP : Tout est permis. Vous ou vos structures n'êtes pas protégés en quelque sorte tant que vous êtes en ligne. Construisez un dispositif de Protection hors ligne pour protéger vos PvP-Bases et vaisseaux mère quand vous êtes en mode hors connexion.",,,,,,,,,,,,,,
tasktitleGGM2,Global Game Mechanics - Part II,,Les principes généraux - partie II,,,,,,,,,,,,,,
acttitleRegistry,Registry,,Registre,,,,,,,,,,,,,,
actdescRegistry,"[i]Q: What is the Registry?[/i]\nThe Registry is a repository of all your vessels, bases and more \n\n[i]Q: Where do i find the Registry[/i]\nOpen your inventory and find the Registry-button in the icon row on the top.\n\n[i]Q: What is the purpose of the Registry?[/i]\nYou can manage your Vessels and Bases from remote if you are in the same playfield.\n- You cannot use all base features. For example you cannot access Constructors or Turrets from remote.\n-You can set a persistent WAYPOINT to mark the targeted vessel or base on your HUD. This is persistent when leaving the playfield or game\n\n[i]Q:Which structures are listed in the Registry?[/i]\n- Your private structures and vessels.\n- Structures and vessels of your faction.\n- and many more",,"[i]Q: à quoi sert le registre ? [/i]\nLe Registre est un référentiel de tous vos vaisseaux et Bases. \n\n[i]Q: où puis-je trouver le registre [/i]\nOuvrez votre inventaire (TAB), l'icône Registre se trouve tout en haut sur la rangée d'icônes.\n\n[i]Q: quel est le but du Registre ? [/i]\nVous pouvez gérer vos vaisseaux et Bases à distance si vous êtes dans la même zone de jeu.\nVous ne pouvez pas utiliser toutes les fonctionnalités de base. Par exemple vous ne pouvez pas utiliser les constructeurs ou les tourelles à distance.\nVous pouvez définir un WAYPOINT pour cibler un vaisseau ou une Base sur votre HUD. Ce marquage restera persistant quand vous quitterez la zone de jeu ou le jeu [i]\n\nQ : quelles structures sont répertoriées dans le registre ? [/i]\nVos structures privées et vaisseaux.\nLes structures et vaisseaux de votre Faction.",,,,,,,,,,,,,,
acttitleMapmarkers,Map Marker (Bookmark),,,,,,,,,,,,,,,,
actdescMapmarkers,"[i]Q: What are map markers (bookmarks)?[/i]\nA1: You can set notifications freely on your map. Just RMB on a spot on the MAP and give it a name. This will add your marker to your personal list.\nA2: When you open the MAP, you will find your Map Markers in the upper right tab.\n\n[i]Q: How do i add a map marker?[/i]\n1. Press M\n2. RMB on any place on the map\n3. Add a name\n4. ACCEPT\n\n[i]Q: What is the WAYPOINT checkbox doing?[/i]\nIf you check this box, the marker will change to orange and will give you a direction. The marker can be seen through the playfield terrain.\n\n[i]Q: What is REMOVE ON APPROACH checkbox doing?[/i]\nIf you only want to set a temporary marker, check this together with waypoint and the waypoint mode will be cleared from your Hud when approaching (~50m)\n\n[i]Q: What are the 2-letter buttons on the right side doing?[/i]\nPV = your private list of markers\nPU = public list of markers. Use the SC button to share your PV marker to the PU list\nSM = show marker on the map\nED = edit highlighted marker (you can also RMB the marker on the map)\nRM = remove highlighted marker (also possible with RMB the marker on the map)\nSC = Share marker to PU list\n\n[i]Q: Can i also add a map marker in space?[/i]\nOf course!",,,,,,,,,,,,,,,,
tasktitleTemperatur,Temperature - Radiation - Weather,,,,,,,,,,,,,,,,
acttitleTInfo,Temperatur,,Température,,,,,,,,,,,,,,
actdescTInfo,"[i]Q: What do the 2x3 number blocks aka environmental info below the radar minimap want to tell me?[/i]\nA1: The upper block is the TEMPERATURE. The big number on the left is the temperature at your CURRENT POSITION. The small upper number is your current BODY TEMPERATURE. The small lower number is only shown if you are inside a base or vessel. This is telling you the OUTSIDE TEMPERATURE. If you are outside a base or vessel, this is of course the same as the CURRENT LOCATION temp (and thus removed from the HUD to reduce confusion)\nA2: The lower block is the RADIATION. The big number on the left side is the radiation level on your CURRENT POSITION. The small upper number is your BODY RADIATION level. The small lower number is the OUTSIDE RADIATION. Same principle as with temperature: The latter is only shown when you are inside a vessel or a base and is removed if you are outside.\n\n[i]Q: How does Temperature work in general?[/i]\nA1: Each Planet has a MAX and MIN temperature. The max temperature is reached at 5 pm and the min temperature at 5 am. If you go higher up in the air, the temperature will decrease. Your suit will protect you from extreme temperatures - depending on its Temp MIN/MAX protection. (Can be enhanced by Boosters).\nA2: Space always has -270°C for most orbits (except a few) and is not suitable for ANY of the current suits for a longer stay (unboosted)\n\n[i]Q: Am i protected from high/low temperatures inside a base or vessel?[/i]\nIf it is activated, yes. If a station or vessel is powered, the temperature is heated up to 22-25° (Same for enclosed cockpits for SV and HV). So you are fine even with your interior suit. BUT this will not happen instantly! If your base is cooled to space temperature, it might take quite a while to heat up to a suitable temperature! No instant-heat-up!\n\n[i]Q: What happens if i am outside with a suit that cannot protect me from high/low temperatures?[/i]\nA1: If the temperature is higher or lower as your protection level, your body temp will slowly rise (or fall) towards the temperature at your current position. At a certain temperature, you will start to feel cold/heated up.\nA2: If it is too cold or Too Hot outside, just go back into your base or vessel. This will heat up/cool down your body temp. BUT THIS DOES NOT HAPPEN INSTANTLY. If this takes too long, you'll of course die.\nA3: Tip: there are some foods and beverages that increase/decrease body temperature!\n\n[i]Q: Does a hull breach lead to the temperature dropping inside a base or vessel?[/i]A: Yes!",,,,,,,,,,,,,,,,
acttitleRadInfo,Radiation,,Radiations,,,,,,,,,,,,,,
actdescRadInfo,"[i]Q: How does Radiation work in general?[/i]\nSome of the planets and space have a certain amount of radiation. Radiation does not rise or decrease, it is constant for the whole playfield. The player armors have different protection values (which can be boosted). The interior suit does NOT protect you from any RAD level!\n\n[i]Q: Am i protected from Radiation inside a base or vessel?[/i]\nYes, even if it's deactivated. (this might be subject to change in the future)\n\n[i]Q: What happens if i am outside with a suit that does not protect me from the RAD level?[/i]\nA1: Your body radiation (small upper number on the right environment info block) will pile up and lead to serious problems after short.\nA2: Unlike with temperature, your BODY-RAD level will NOT automatically decrease if you return to a base or go back into your vessel. You need to use medication to reduce it ... or maybe take a shower? ;-)\n\n[i]Q: Does a hull breach in an radiated area lead to the inside of the base/vessel to be contaminated?[/i]\nCurrently there is no permanent contamination. But if you stand at the position of the hull breach, your radiation level might rise (although you are inside the base).\n\n[i]Q: Are there weather or environmental effects with radiation?[/i]\nYes! Occasional Radioactive Fog and Mist have been reported from some planets.",,"[i]Q: connaissez-vous les radiations et leurs effets ? [/i]\nCertaines planètes ainsi que l'espace sont soumis aux radiations. Le niveau de radiation ne monte ni ne baisse, il est constant sur l'ensemble de la zone de jeu. Les armures de joueur ont des valeurs de protection différentes (qui peuvent être renforcées). La combinaison d'intérieur ne vous protège pas de tout niveau des radiations !\n\n[i]Q: suis-je protégé des radiations à l'intérieur d'une Base ou d'un vaisseau ? [/i]\nOui, même si la structure est désactivée. (cela pourrait être sujet à changement dans le futur)\n\n[i]Q: que se passe-t-il quand je subis l'effet des radiations ? [/i]\nVotre niveau d'irradiation (sous la mini-carte radar) va rapidement augmenter et entraîner de graves problèmes.\nContrairement à la température, votre niveau d'irradiation ne diminuera pas automatiquement si vous retournez à l'intérieur d'une base ou d'un vaisseau. Vous aurez besoin d'utiliser des médicaments pour le réduire... ou peut-être même prendre une douche de décontamination ?\n\n[i]Q: si une brèche dans la structure d'une base ou d'un vaisseau survient dans une zone soumise aux radiations, y a-t-il risque de contamination ?[/i]\nActuellement il n'y a aucune contamination permanente. Mais si vous ne réparez pas la brèche, votre niveau d'irradiation pourrait augmenter (même si vous êtes à l'intérieur de la base).\n\n[i]Q: la météo ou l'environnement ont-ils un effet sur les radiations ? [/i]\nOui ! Occasionnellement, brouillard et brume radioactifs ont été signalés sur certaines planètes.",,,,,,,,,,,,,,
acttitleTempRadDevices,Temp and Rad for devices and blocks,,La température et les radiations sur les appareils et les blocs,,,,,,,,,,,,,,
actdescTempRadDevices,"[i]Q: Do devices also have temperature and radiation?[/i]\nYES! Some of the devices will heat up or radiate the area around them, like Thrusters and Generators and Warp Drives.\n\n[i]Q: Can other blocks have temperature and radiation as well?[/i] Yes. For example the green Alien Building blocks are radioactive.\n\n[i]Q: Does the heat 'flow' into the room?[/i]\nCurrently there is no 'transition zone'. For devices, the radiation/temperature is limited to a fixed perimeter of ONE block around them. This is subject to change in the future.",,"[i]Q: Les appareils et blocs peuvent-il subir les effet de la temparéture ou des radiations ? [/i]\nOui ! Certains éléments vont chauffer ou irradier la zone autour d'eux, comme les propulseurs, les générateurs et les moteurs à distorsion.\n\n[i]Q: d'autres blocs peuvent-ils aussi chauffer et irradier ? [/i]\nOui. Par exemple, certains blocs de construction Alien sont radioactifs.\n\nConcernant les appareils et autres éléments qui peuvent irradier, la zone d'irradiation est limitée à un périmètre fixe de '1 bloc' autour d'eux. Ceci est susceptible d'être modifié à l'avenir.",,,,,,,,,,,,,,
acttitleWeather,Global Info,,Météo,,,,,,,,,,,,,,
actdescWeather,"[i]Q: Is the weather dynamic?[/i]\nYes. Weather will change during day and night between the weather-options, given in the yaml of the planet.\n\n[i]Q: Which weather types are currently available?[/i]\nA: Open console and type in 'help weather' > all available settings are visible there. You can also trigger a weather change there as admin or in Single Player.\n\n[i]Q: Does weather affect the player like with temperature or radiation increase/decrease?[/i]Absolutely! You should go inside if a blizzard starts (if you are not equipped good enough) or if radioactive fog is rising.\n\n[i]Q: Does weather effects like meteors or lightnings damage player or structures?[/i]\nA: A player can get harmed by sudden temperature rise/drops and radioactivity and by acid rain or fire rain/meteor fire storm. There is currently no effect on bases or vessels (yet).",,"[i]Q: la météo est-elle dynamique ? [/i]\nOui. la météo va changer durant le jour et la nuit (type de météo choisi aléatoirement parmi ceux prévus pour la planète). La météo est affichée en haut de l'écran, sur la gauche de la mini-carte radar.\n\n[i]Q: Quels sont les types de conditions météorologiques actuellement disponibles ? [/i]\nOuvrez la console ('!' par défaut) et tapez 'help weather'. Tous les types de météo s'afficheront. Les types de météo disponibles par planète sont affichés dans l'écran 'SYSTÈME SOLAIRE' > fenêtre 'INFOS'. Vous pouvez également, via la console, déclencher un changement de temps, en tant qu'Administrateur ou en Mode Solo.\n\n[i]Q: la météo peut-elle affecter le joueur comme peuvent le faire la température et les radiations ? [/i]\nAbsolument ! Vous devriez vous abriter si un blizzard commence (si vous n'êtes pas assez bien équipé) ou si le brouillard radioactif est en hausse.\n\n[i]Q: les effets météorologiques comme les météores ou la foudre, peuvent-il blesser le joueur ou endommager les structures ? [/i]\nle joueur peut être blessé par des pluies acides, des tempêtes de pluie de feu/météores et par une hausse/baisse soudaine de la température/radioactivité. Il n'y a aucun effet sur les Bases ou les vaisseaux (pour l'instant).",,,,,,,,,,,,,,
